text,label
جهان ناز,1
ارباب رقیه,0
صریال,0
صفوراء,1
بنارس,1
مرتضضی,0
برا خاص,0
انگور,0
نجیده,0
عبداکریم,0
عزت	اله,0
عبدالاحمد,0
یار مراد,0
فرح بود,1
تلاله,0
پرویزر,0
مامن,1
فهروز,0
کنیزرضا,1
شیماء,1
میر حکیم,0
میر سلیم,0
ثرییا,1
آیه,1
بهم,0
فخر تاج,1
تجیبه,1
طهما س,0
ساطان بی بی,1
خوشدم,1
تکناز,0
محمد جوا د,0
سولماز ال,1
آی محمد,1
خدا حسین,0
ماه طلعت,1
میرسلام,0
اله شکر,0
اکرم بیگم,1
آنه سلطان,1
سمپات,0
را میار,0
خاصعلی,0
امیر نوذر,0
صفیه خاتون,1
میرقدیر,0
رتمین,0
ولی اللعه,0
محن علی,0
خدارضا,0
قمرالملوک,1
جینگو,0
امیر مراد,0
نقیمه,1
ایضاً گل,1
سهیله,1
آنوشا,1
عبدالنبی,0
سر اصلان,0
زمان الله,0
اسمایل,0
علاالدین,0
ملک میرزا,0
ابوالحد,0
اعظم اله,1
حاجیقلی,0
امور,0
بیاضعلی,0
خرمالی,0
شمساره,0
محد اسماعیل,0
کوجی,0
زرمی,1
مناور,0
کهور,0
حستا,0
منزل,1
نازین,1
امیر پشنگ,0
عنبر بانو,1
ملاح فتی,0
سمین,1
ذالفقار,0
آبادان,0
نورجمال,0
خطیبه,0
ایر ج,0
خیبر علی,0
فتابه,0
حقیقت,1
علی	محمد,0
علی اصغر,0
ایپک,1
نوربانو,1
ینیامین,0
سعید دلیره,0
سمین دخت,1
جاوید,0
عبدل باقی,0
حصیر,0
نهیه,0
علی اضغر,0
طناز,1
قمرگل,1
شاهپور,0
سفیده,1
عید	محمد,0
گلشان,1
سرایه,0
دا وود,0
بی بی خاتون,1
شبرنک,1
پاکنظر,0
لادن,1
خمیده,1
میر نصیر,0
کاملیا,1
فهین,0
امیرطالب,0
هشمت الله,0
محمدی امین,0
ملت,0
میلان,0
مرصیه,1
حمدرضا,0
پانیذ,1
منظرحسین,0
سحر ال,1
محمدمسعود,0
آختعلی,0
ایسا,1
انامراد,1
اله کرم,0
مشهد قلی,0
اقابیگم,0
هوروش,0
مایم,1
بی منتها,1
کاضم,0
نشمی,1
ماهبری,1
عصمت الله,0
ید االله,0
میر سجاد,0
کانی,1
زبیدده,1
هارون,0
ولی	اله,0
اقی,0
اسماال,0
آلدین,0
تی,0
آی نور,1
حاجی رضا,0
غلام نبی,0
زخساره,0
تابس,1
هومان,0
علیرضلا,0
مکین,0
امیرفواد,0
نایف,0
جان افراز,1
بی بی حاجر,1
افشان,1
آینه بی بی,1
راد,0
یوسفعیوضی,0
قول دردی,1
بوریر,0
رحم دل,0
فاطمعه,1
نیوشا,1
زهرخان,0
محمدجمال,0
اسمانه,1
محمدرشید,0
جمینه,1
عطا قلیچ,0
عطایلا,0
بهر وز,0
اقسام,1
احمد الله,0
حر,0
بیاز علی,0
نذیر,0
اشرف اسا دات,1
شانظر,0
لدچین,0
امیراهوشنگ,0
رحیم پیمان,0
امیربهمن,0
میر عباس,0
ایرامان,0
کرم قلیچ,0
طوبی ال,1
عبدالعضیم,0
قارداشعلی,0
هاکان,0
اهترام,1
ابوعلی,0
علی حسین,0
خوجم بردی,0
تمیم,1
پیروز,0
سعیید,0
ارک ناز,0
محمدعزیز,0
عا طفه,1
مدیار,0
رامانا,0
میرابوطالب,0
حیس,0
شور انگیز,1
کلکز,0
سرشین,0
مصیر,0
مینابگیم,1
محبوبه ال,1
صبا خانم,1
عبد العی,0
پاپور,0
محسنه,1
مه جبین,1
میثنم,0
نمکی,0
تمامه,1
خانقوله,0
تواب وردی,0
صفردردی,1
نیترا,1
اعظم,1
علی میردار,0
زبیالله,0
نیو فر,1
اوشنگ,0
ادنا,1
ساعدبگ,0
موذم,0
میرمجتبی,0
مجبد,0
فاطمه,1
دادی,0
حاجی انه,1
روحب البین,0
انا بخت,1
محمد حمید,0
روزولت,0
خسرو پرویز,0
بی بی عزت,1
رضامعلی,0
کبری بگم,1
فموره,0
بازیار,0
زها,0
کبری,1
ابرار,0
تخته گل,1
ام المنین,1
محمد کاوس,0
بابا کرم,0
شعبا ن,0
زرجین,1
حامیه,1
سیف علی,0
اما معلی,0
قدر محمد,0
عید محد,0
علی شاد,0
سیروان,0
ساکو,0
رهام,0
محجل,0
هدی,1
بی بی حتیمه,1
حمیدزضا,0
جهان بین,0
اسدالله,0
عیدی,0
فری ناز,1
سمینا,1
ماهگیلی,1
عفت خانم,1
ستاره,1
ایمان,0
خوبه,0
اسیان,0
احمدعی,0
میررحمان,0
فروهر,1
فایضه,1
ماه	زر,1
زینبچ,1
امین الدوخت,1
فرزعلی,0
صبیح,0
مهشان,0
فریدونی,0
رتیا,0
سیامک,0
صالحین,0
بک بابا,0
قمر سلطان,1
درسا,1
آفق المولک,1
نسمه,1
نصرین,0
را مین,0
آغا بانو,1
پوژان,0
سیاوشس,0
صحت,1
شاه انداز,0
صنقلی,0
علی فتح,0
هژیر,0
قربان بیکه,1
تانقروردی,0
صىیقه,1
بهمن بار,0
آینه,1
مسیح اله,0
حواس,0
آقای محمد,0
امبیز,0
مهبان,0
ممحمد,0
خانم سلطان,1
شهریلر,0
بیبی طاهره,1
بهره,1
عید مراد,0
بی بی نساء,1
محمدنورالدین,0
الزهرا,1
ابریزه,1
عبد الشکور,0
میجد,0
سیز علی,0
علی میرزا,0
باسط,0
حاج حسین,0
گلبوته,1
در بی بی,1
امنه ال,1
مایه,1
ول اله,0
احسان,0
هورنسا,0
تلمان,0
میر غلامعباس,0
نیت علی,0
عبدالته,0
گورش,0
طوی مراد,0
سلاطین,0
پری جهان,1
انتصار,0
غلام حیدر,0
برزین,0
شانیز,1
ملک	علی,0
میر ابولفضل,0
طهمورس,0
حمبد,0
کاظمع,0
صرف ناز,1
شخص,0
محمدفاضل,0
شهر ه,1
ارشک,0
شیرامین,0
محزاد,0
ایلشن,0
سایین,0
حسین قلیچ,0
زهرا سلطان,1
بهزا د,0
جوهر طلا,1
بنیاد,0
گل مراد,0
رازیه,1
تالیا,0
زبر جد,0
بیت الاه,0
کبریا,1
آدشیرین,1
قطب الدین,0
مصفی,0
عبدلغفار,0
صفر بانو,1
د اریوش,0
سمیعه,0
واحدبخش,0
طماسب,0
حوری ناز,1
آراده,1
نازبیبی,1
حیدر علی,0
حسام الین,0
کیفیه,1
ای دین,1
امه حبیبه,1
شه بخش,0
محد رسول,0
جان مراد,0
شیر محمد,0
گلپاشا,1
بابا علی,0
شاه نسا,1
پوراندخت,1
امیر هوشنگ,0
اطهره,1
داداش علی,0
عرف,0
هور,0
فریماه,1
امید قلیچ,0
عبدل وهاب,0
خاتونجان,1
عابده,1
عباس,0
دادعباس,0
شمندر,1
شن آی,1
ام لیلی,1
فرزنه,1
زیبنده,1
ابوالفظل,0
اذن الله,0
جاوید علی,0
مکنصور,0
اسفند,0
عبد الهادی,0
زمرد,1
مهجبین,1
یهیی,0
سخی مراد,0
زبینده,1
حاج رحیم,0
نازله,1
زهره حسین,1
مامک,1
تارخ,1
ادم جان,0
میرسخاوت,0
ناعمه,0
بایرم محمد,1
نستوه,1
میتن,0
ابوالحسین,0
تواق محمد,0
قادر محمد,0
مجد الدین,0
ایروان,0
مردمحمد,0
سیاب,0
هیری,0
ابرااهیم,0
داده,0
ندی,1
ساسان,0
عیدالله,0
صمت,1
زولفعلی,0
شمزین,0
نوربیکه,0
تیمور,0
گوهر تاج,1
مهنلز,0
حاجی امان,0
امام برجی,0
اتا نفس,0
مهر یار,0
حوار,0
اقامیر حسین,0
عبدل لطیف,0
فریابا,0
نیری,0
رامز,0
مرال,0
فارس,0
رزاق اله,0
رمضان علی,0
محمد اکرم,0
اسود,0
میر فرامرز,0
شا سلطان,0
قنیمت,0
روبخش,0
اقیل,0
سر تاج,1
میرپوریا,0
پوریا ولی,0
زیبنب,1
امیر معین,0
منصور سلطان,0
لی لی,1
فزیه,1
مه لوقا,1
تاج الملوک,1
بخش علب,0
ثمر,1
بایندر,0
نیکبخت,0
عبد الر ضا,0
اطهر,1
بابک فیاضی,0
مهاپاره,0
حکمی,1
مخمد,0
عبدالتوحید,0
ملا صوفی,0
پشکو,0
رتحله,1
بایرام سلطان,0
صحیبه,1
ژیان,0
د صدیقه,1
محمد افشار,0
سداله,0
یکه خانم,1
وزیراحمد,0
نصزاله,0
سرکو,0
شیل,0
آیان,0
دجله,1
الماس,1
سریر,1
بابامحمد,0
جفا,0
عاف,0
آواد,1
مانده گار,0
هادی علی,0
گل خاتون,1
عتاب اله,0
مشهدی,0
حجسن,0
پولکی,1
عروس,1
محیسن,0
عبنت اله,0
زینعلی,0
محمد ثابت,0
آرف,0
تاج خان,1
طواق,1
سن,1
میرحامد,0
قل محمد,0
ماهی زر,1
زهوری,1
یاریوش,1
مه پاره,1
گل گیس,1
زیبب,1
نصیب الله,0
مرددردی,0
اقدس,1
محمد شاه,0
قربلن,0
باسل,0
صبرعلی,0
سعی,0
امیر فرزاد,0
جعفعر,0
آی گزل,1
موثق,0
اسد وردی,0
پوبان,0
ناتالیا,1
مبارکعلی,0
میر علی اکبر,0
پیراژ,0
دایانج,0
ماریه ال,1
ذهیب,0
خیرالنساء,1
تاج وردی,1
پشتیوان,0
آقاحسن,0
شهبد,0
حجیه خانم,1
دشتی,0
منصور علی,0
سادنا,1
خوش نظر,1
تامان,0
بانو,1
طوعه,1
اراز,0
تدبیر,0
افاق,1
سهرابی,0
دردی گل,1
اتام اقلان,0
نازدای,1
سربناز,1
زنیان,0
یعغوب,0
امیر مرتضوی,0
مجتبی,0
میرزاکرم,0
معصوم بگ,1
حسی نعلی,0
ارسلا ن,0
اردوان,0
ادیبه,1
آقای بهزاد,0
مهدیقمی,0
یقین,0
فیلی,0
شارضا,0
عبدوالقادر,0
سونتا,1
بهادین,0
میزاجان,0
خوش بخت,1
بهناز ال,1
بی بی گوهر,1
حافظ رضا,0
عبدل باسه,0
سرور,1
فخر الدولت,1
محمد پاشاه,0
مهزات,0
مهیمن,1
سعید محمد,0
اصحاب,0
زید,0
محسن رضا,0
بلوچ,0
حدقه,1
هحمیده,0
امید جوان,0
مبارز,0
طیاری,0
صرفناز,1
سهیل,0
سر گل,1
نورجل,0
مرد گل,0
مین بای,0
اغول تقان,1
ایوض,0
بی بی حامیه,1
فیض محممد,0
عبدالحسن,0
حاج جعفر,0
حوری طلا,1
نوحعلی,0
قزال,1
جهان ارا,0
مدیا,0
لطفه,1
ستار خان,0
یون,0
بی بی صفیا,1
ملامت,1
اماش,0
امه ایمن,1
حاج خانم,1
گل حسین,0
ثمرخ,1
صبار,0
صف یار,0
حاج امیر,0
اعتماد,1
ناهید اعظم,1
بصیر,0
گل نثار,1
اشواق,0
محمد مصطفی,0
حمید علی,0
تاجولی,1
وشنگ,0
حمی,0
میرسلام اله,0
عامل,0
زاهل,1
عبدارحمن,0
آلان,0
هامیم,0
احمد ضیا,0
احمد رضا,0
میر یو سف,0
زهرا ال,1
فغانعلی,0
زر عالم,1
روانه,1
وفا,0
علی محمد,0
صفور,1
آنس,1
عبدالحمد,0
مینوفر,1
عماد الدین,0
هاجی,1
عبدالولی,0
میهن,1
نجم ال,0
سهید,0
یهرامعلی,0
جار اله,0
مسگر,0
لیاقت,0
باتمان,0
خوش روان,1
آقا علی,0
ایو ب,0
ایوب محمد,0
خدا رحیم,0
تمام,1
سهبا,0
دریا قلی,0
اقدس خانم,1
ابراهیم علی,0
چهاندار,0
مرضه,1
مفیدالدین,0
کاکاعلی,0
محب علی,0
مطلق علی,0
احمد عیسی,0
جنت علی,0
ماجده,1
مزین,0
قانع,0
دردی قلیچ,0
ابفضل,0
سیمین عذار,1
مین,0
علی کیا,0
گیل اوجا,1
عزاز,0
لاهور,0
فرخ ذلقا,0
عطا مراد,0
امیرعباس,0
شیر ین,1
نیت العلی,0
صدیقه سهیلا,1
پیا,0
چاکر,0
حسینت,0
عرفان,0
اختر علی,0
محمدعلیم,0
مهرآسا,0
حاکمه,0
طاهزه,1
علیرضاا,0
مسود,0
عادل رضا,0
میناال,1
سرمت,0
دیبرگ,0
ریبویار,0
بنی,0
نسرین دخت,1
امه,1
مهاباد,0
حیاتقلی,0
نشمیه,1
ماهیطلا,1
فانزه,1
فرزر,0
گل گل,1
گلشاد,1
فتح الله,0
فرید,0
سیف الله,0
به دخت,1
بادصبا,0
اغول بخت,1
علی یاور,0
احمد سعید,0
امیرکاظم,0
برزو,0
عبدالی,0
اقابرار,0
عنلی,0
صامت,0
ظاهره,1
امین ال,0
منایه,0
خصرو,0
ظهراب,0
میراسماعیل,0
خیام,0
رامیتن,0
عای رضا,0
قدرت آ,0
حلمد,0
اسلام علی,0
مهر بخش,1
امامن اله,0
محمد امید,0
شرف الدین,0
طالب,0
نصه,0
خیرت,0
ارستو,0
تارودی,1
ارازگل,1
مبارک بیگم,1
مححمد رضا,0
فرهید,1
آقاوردی,0
مهانفر,0
مژگان,1
مینوش,1
معصصومه,1
چوبانعلی,0
شاهصنم,0
معروفعلی,0
عراز,0
عظیم خان,0
شا بی بی,1
امردین,0
ساتگین,1
زستمعلی,0
امیر شهراد,0
آینا,1
نبات بگم,1
محمد خالد,0
ذرینه,0
میر مقصود,0
جهان بانو,1
نازیین,1
مگر مه,0
خلیل الرحمان,0
شهر ذاد,0
عزیزه بی بی,1
خیراداد,0
رضوان,1
ایشاء الله,0
پریدوخت,1
خانم طللا,1
انه تاج,1
فروغ اعظم,1
آتور,0
اصر,0
فاطمه السادت,1
بمان علی,0
میر ولی,0
دسته گیر,0
حمرا,1
پروچیستا,0
نهله,0
بهاءالدین,1
تکتکم,0
مفیده,1
نجف,0
جهاد علی,0
میباد,0
سیمین دخت,1
هادی رضا,0
سیمین بانو,1
عبدالحمید,0
نوبهارعلی,0
مرجانف,1
غیب الله,0
ژنییا,1
ارمکان,0
مه رو,1
هر گل,1
ندرت,1
حله,1
بهیا,0
شامرز,0
لعل بخش,1
عبدالجمال,0
هحکیمه,1
عبدالامیر,0
فریفته,1
فاطم,1
علی,0
اییب,0
میر عبدلعلی,0
کازمیه,1
پرانسیس,0
سانتا,1
اقابک,0
حنانه ال,1
نجمه الدین,1
خیرا لله,0
فاطمه مهناز,1
ابراهیمعلی,0
میریونس,0
محمد سامان,0
سعید ازاد,0
عصرا,0
اغول بابک,0
صبریه,1
صر فناز,1
محمد یار,0
مجیده,1
بیژن علی,0
روح الته,0
اقا زاده,0
بیمت,0
عاطف,0
کافی,1
نیازحسین,0
محمد نجات,0
اید قدی,0
قرص طلا,1
غفار بردی,0
مسیح ا,0
نصرالاه,0
اسرین,1
موصطفی,0
الهورن,0
میرزامراد,0
بسته گل,1
گوهربانو,1
محمد امان,0
سلطان بخت,0
فریجاد,0
جحت اله,0
نوازاله,0
نورعلیرضا,0
میرعلی آقا,0
کبراه,1
مهاب,0
امیر پاشا,0
عبدالحفیظ,0
مچتبی,0
عدایل,0
عبدامحمد,0
فرخاد,0
زاگرس,0
نازقلی,1
پرویندخت,1
نوروز علی,0
جان اوغلان,0
محمد جماد,0
زیاب,0
میرعادل,0
گاطع,0
صیفعلی,0
بیبی سلیمه,1
معصومھ,1
آقایار,0
فتایی,1
شهاب الدین,0
علی اشرف,0
ابوا الفضل,0
یونس علی,0
درویش بگ,0
فردار,0
احمدگل,0
محجمد,0
شیر مراد,0
ابن یامین,0
عابد رضا,0
ابذر,0
شبار,1
شمس الذین,0
جلالالدین,0
محمدعمر,0
جمالعلی,0
فریور,0
القاس,0
دورسین بی بی,1
جان,0
کوچک خانم,1
علیه,0
هشام,0
رستا,0
میرزا بالا,0
نعمت,0
پانته آ,1
عمرمحمد,0
قیز خانم,1
شاه پری,1
خدا کرم,0
امیر پیام,0
مهر بی بی,1
جنید,0
امیر صادق,0
مایکا,0
حامه,1
الیزابت,1
نیژه,0
عبل الحسن,0
قلم,0
شراره,1
محمدداد,0
یوری,0
عطاالدین,0
الشان,1
زیتب,1
قادر داش علی,0
عبلجلیل,0
دادفر,0
موذمه,0
عمان محمد,0
اقددس,1
ربیع سا,0
چمند علی,0
فروغیه,1
باباجانی,0
امام محمد,0
هدایت,0
ذلفا,1
ماه بگم,1
ریحا نه,1
سینه,0
خلیفه,0
پری تاز,1
روبابه,1
تاجمه,1
عبدالمطب,0
لمیا,1
بابی حیدر,0
عبدل علی,0
اچل,0
ربانعلی,0
عزیز اله,0
منیژه ال,1
سراجالدین,0
نزلا,1
بانو دخت,1
هوضیه,0
شرافت,1
واجد,0
ا نیس,1
نوشین خانم,0
الیکا,1
نجیمه,1
زینی,1
ثمیره,1
عظیمیه,1
زر علی,0
سلطان رضا,0
علی عمران,0
فهمیه,1
امیر شهرام,0
میثمه,1
امیر همایون,0
شیخ علی,0
کاتیوشا,0
محمد رسول,0
رحینم,0
خانم بانو,1
سبهان,0
روح الاه,0
رحیم وردی,0
یاسمین,0
الهقلی,0
رفعلی,0
مونیا,1
اروج علی,0
مجسد,0
محمدنبی,0
لیلان,1
زرگار,1
پویش,1
روشنعلی,0
آقای رضوان,0
سنور,1
اژدرعلی,0
سلار,0
توانا,0
خان,0
عبدالقربان,0
شیرمحمد,0
الهام,1
قره محمد,0
التماس,0
شاقی,0
کا میار,0
بحانی,0
شهربانو ی,1
حسین بردی,0
محمرم,0
اعطاء الرحمن,0
حکیمه,1
سلمیه,1
خدیجه,1
کبرا,1
دادیار,0
خدر قلی,0
خالید,0
بامداد,0
قدر اله,0
قد مخیر,0
اجراراه,0
سراصلان,0
خرده خانم,0
هایی,0
فرشته,1
میربیژن,0
اتا,0
چاری,0
خانجان,0
ژوبین,0
عیدان,0
نصره اله,0
علی قاسم,0
صدیق ال,1
ملا,0
ازن ا,0
لال محمد,0
محمد اسمعیل,0
ازرع,0
هه تاو,0
ابواقاسم,0
نذار,1
سراج الدین,0
کلاخان,0
فرات,0
شنیده,1
شیر حسین,0
عزی اله,0
کیومرت,0
گیسیا,1
شجا اله,0
طورنا,1
حبیب الاه,0
زلیجا,1
لزگی,0
محمد جمیل,0
رویای,1
شنطیا,1
شیدالله,0
میر غفار,0
آشور بی بی,1
اخگر,0
مصعمومه,1
پر وانه,1
عزته,0
زهرابی زی,1
رحیم الله,0
سلطانبانو,1
یر اسماعیل,0
عبدالعفیف,0
قیدر,0
ماه جانی,1
دورسلطان خانم,1
آق اویلی,0
نوا,0
حمکت اله,0
عزتا اله,0
میریعغوب,0
اسماییل,1
محممد علی,0
سعید رضا,0
صاعب,0
میرعطاء,0
احمد حسین,0
صغیر علی,0
بسیهی,0
معراجعلی,0
برهان,0
خاژاک,0
غلا م حضرت,0
معظم,0
ام البینین,1
عطیبه,1
بوتیمار,0
فلضل,0
زهراال,1
سیاد,0
عصیم,0
افضل,1
فاعضه,1
سیاره,1
گل زار,1
العام,1
عیدالقنی,0
عرازدوردی,0
ابحش,0
حمایت الله,0
ابو لفضل,0
همرا,1
واراز,0
غنیم,0
شیرمراد,0
ژرژیت,0
آگری,0
محمد سالار,0
انشاله,0
تاپدوح,1
یاری,0
ولی گلی,0
حاج امان,0
کاوک,1
دینامعلی,0
تعارف,1
قدرتااله,0
ای لان,1
مهرءال,0
امیرحسن,0
دلربا,1
فرنکیس,1
مهین آغا,0
دوستعلی,0
اعلی,0
محمودهاشم,0
انابخت,1
تار محمد,0
ارزو,1
ربیوار,0
تاجدردی,1
بی بی محترم,1
ملابخش,0
قویاش,0
فتح الا,0
فادر,0
اقلیم,1
گیلاس,1
سبحان اله,0
ملک بیک,1
فردانه,0
فاطمهالزهرا,1
نفس,0
مروت علی,0
شهمیر,0
علی ر,0
روح انکیز,1
زیداله,0
مجنبی,0
یوسف محمد,0
ولی مراد,0
ایا ز,0
امیر حسین,0
حسنی,1
علام رضا,0
اسمت الله,0
کوسار,1
نبی الله,0
همزه علی,0
همت اله,0
هاوار,0
طایف,0
کاکل علی,0
یزدان بخش,0
بصیرا,0
میر همایون,0
اذمره,0
ماهیم,1
محبوبیه,1
سبحان الله,0
محمد ر ضا,0
شاه پور,0
ژوزفی,0
گلسار,1
میر زاده,0
دارود,0
محمدمحسن,0
قشمعلی,0
عبداحسین,0
گلگر,1
مهر ثنا,1
مجید حاجی,0
عبدالعلا,0
عون,0
بصیره,0
معوصمه,1
محراب,0
سمین عذار,1
قدم خیر بانو,1
اما,0
غابد,0
حاود,0
توی قلیچ,0
منصف,0
سمیازه,0
بهجت,0
میتاد,0
ایراج,0
طراق نظر,0
حکمت,0
خوان,0
مدتضی,0
وجیه,1
محمد نظر,0
میرولی,0
مهگان,0
غتامرضا,0
گازار,0
ترکان,0
زین علی,0
والج,0
نجلا,1
فخریی ساذات,1
فرندخت,1
نامیرا,0
مولا مراد,0
مزه,1
تاج سلطان,1
فربانعلی,0
حضرت الله,0
مها,1
هوال,0
محمد باققر,0
بیبی خاور,1
میر قاسم,0
سمیول,1
مسام,0
سلیمانیان,0
عبود,0
بدارم,0
مهر,1
اعظم بی بی,1
هیتا,1
فلک,0
سکینه خا نم,1
امجاد,0
پونه ال,1
شاد کام,0
رحم خدا,0
پری گل,1
ماندلی,0
حقعلی,0
عدال امیر,0
یداتلله,0
قریب رضا,0
محبتعلی,0
مجمد علی,0
محمر حسین,0
عقار,1
تعرفه,1
محمد نسیم,0
سره,0
فریداحمد,0
مهر نسا,1
ام کلیم,1
ربیعلی,0
یاسینه,0
میرزا حسین,0
عالیه,1
محمدهیوا,0
اراضی محمد,0
شا یسته,0
احر,0
حمیدد,0
خان دردی,0
شویل,0
جرن,0
دادالله,0
گلقدم,1
نیر اعظم,0
شاحرخ,0
آرلد,0
مجید عرب,0
فضعلی,0
سالار خان,0
منصمره,1
مهیی,1
امرضیه,1
عبدالحق,0
شهلال,1
میرحبیب,0
خیرا لنسا,1
سوادبه,1
محمد بنی,0
محموبه,0
بلندی,1
تابنده,1
سامول,0
صبرالدین,0
بای جان,0
میر جابر,0
حق مراد,0
امیر سلار,0
عبد الرضا,0
مینژه,1
عصمت بگم,0
زهزا,1
ساغر ال,1
عززیز,0
علیمیرزا,0
آراد,0
قریش,0
ادی شیرین,1
پاینده,0
نظام اله,0
حوایج,0
محمحد باقر,0
قایمه,1
حسین نظری,0
آقا میرزا,0
حیدرضا,0
محمدحامد,0
گل سمه,1
ساری گل,1
غنچه گل,1
نوح,0
وعصومه,1
فرانک ال,1
کلام,0
صفی الدین,0
نظریه,1
میرمحبوب,0
عبدالنادر,0
نورطلا,0
حیدر صدیق,0
جان بیبی,1
نقشعلی,0
وهب,0
خاص پری,1
هاشم علی,0
المیرا,1
عبدلعزیز,0
خالده,1
مستان,1
هلهن,0
مناحت,1
گلفدار,1
علی اصضر,0
مقصور,0
زماد,0
نصرت بیگم,1
آیتعلی,0
همار,1
عبد الله,0
علی عابدین,0
محمد یوسف,0
سهره,1
عزام علی,0
زکاء,0
یاراله,0
مهردا,0
تار وردی,0
قندعلی,0
رشید محمد,0
بیبی,1
حسین مراد,0
سروت,0
تلناز,0
والح,0
علیحسین,0
تاج گلدی,1
نورو,0
محمد موسی,0
شهر ناز,1
سینوش,1
بهنم,0
مشتری,1
زنده علی,0
نورالدین,0
زیتعلی,0
گلمیر,1
لفشین,0
خیری بیگم,1
طالین,0
میر لطیف,0
حمیده ال,1
حسینجان,0
پونا,0
شمیس,1
شرفیه,0
پرنیاز,1
کد باقر,0
زهیمه,1
ونوشک,1
هاجر رباب,1
نیازبی بی,1
ابو تراب,0
میر اصلان,0
ابوالفاسم,0
بی گرد,1
ایده,1
دخت,1
شاد بخش,0
سماهه,1
مقام الدین,0
یار کرم,0
یداله,0
یاسیمین,0
مثتانه,1
عسد,0
زیارت علی,0
عاشیه,1
محمداسلام,0
میر نریمان,0
زوید,1
فرخ زاد,0
هوداد,1
خداداد,0
عبدلزهرا,0
فراهیم,0
بیرام قلیچ,0
اخترام,1
قلیچ دردی,0
شنون,0
فروغ الزمان,1
محمدا,0
گیلان,1
صبح نسا,1
شهزاد,0
اوجاق,1
ارکی ناز,1
خان احمد,0
میر	حمزه,0
قیطونی,1
خادم حسن,0
همت اللله,0
بانو شمس,1
مهرنار,1
روفعت,1
عین علی,0
یو شف,0
محمد بقر,0
اقتای,0
داد,0
خانمتاج,1
زینل,1
اسمعیلی,0
سیید میسم,0
ام البنبن,1
فیاض بگ,0
داداشعلی,0
نازلی بگم,1
علیرض ا,0
علی بشیر,0
اخسان,0
سی حسین,0
رایشن,0
نارمیلا,1
محمد سعید,0
نازی بیگیم,1
ایگنا گل,1
یاکو,0
نیک روز,1
بناهت,0
ماکوان,0
کرمرضا,0
شاکر علی,0
محمد جوتد,0
نور بیکه,1
علایدین,0
داواد,0
یما,0
علی صفدر,0
میرزعیم,0
دلاور,0
عبدالروف,0
نور بیدی,1
غلام علب,0
منجید,0
وزیر محمد,0
دلمراد,0
عبداکبر,0
حاجی اسمعیل,0
منیر احمد,1
عبد محمد,0
زهراب,1
میرزاقا,0
کاکاخان,0
امیر قاسم,0
فاطمه سعادتی,1
علی یاس,0
بیان دخت,1
برزیه,0
جامعه,0
علدالحمید,0
فاخره ال,1
بنات,1
صمد,0
مژگانی,1
مرظیه,1
نبی ال,0
رقیثه,1
اراش,0
فا خر,1
پریه,1
مهام,0
مرادقلی,0
تالح,0
مولودمحمد,0
آذرخت,1
بایرامقلی,0
رمیله,0
الام برن,0
جبار علی,0
شمس عالدین,0
علی دهقان,0
صفر گلدی,0
میر آیت اله,0
بهگام,0
توسل,0
فهمعلی,0
شمشاد,0
ارجی محمد,0
کاکامیر,0
مهیی الددین,0
میرفیاض,0
نماهید,0
مورچ علب,0
قسم,0
کیا مرث,0
محوبه,0
میر شاهین,0
فریمه,1
بویان,0
منال,0
جواد آقا,0
شهردار,0
نمت اله,0
نفیصه,1
نامی,0
میترال,1
زین العابدین,0
عبدالمنیر,0
عا یشه,1
پنوییل,0
سعیدعلی,0
تمثال,1
بخشنده,0
بی بی رقیه,1
فارلی,0
جمال بی بی,1
میرنظام,0
مهردار,0
محمدافشین,0
کبگعلی,0
ادشیر,0
علی سارا,0
فیض محمد,0
مسترن,0
یوسف الله,0
حشنت اله,0
اغول طاقان,1
مهردوخت,1
تیلا,1
امرلله,0
حجت	اله,0
کمکعلی,0
صادق,0
سیروش,0
منیزه,1
حاج یعقوب,0
زمان الدین,0
زیب,0
بولفضل,0
منوره,1
کاوه,0
مصیب,0
تکین,0
سی عسگر,0
منزه,1
روهام,1
عضت,1
لیندا,1
بهارعلی,1
مارین,1
رضاگلی,0
کامر ان,0
سمیراه,1
محمد سلیم,0
حاجی مجید,0
هزارگل,1
بدیع اله,0
بایرا معلی,0
منصوح,0
نهیفه,1
سعاده,1
ابوالب,0
زهرا بیگم,1
عیوض محمد,0
کو ثر,1
عزیز کرم,0
شایده,1
تاج بیبی,1
الله رضا,0
عبدالمومن,0
پنجهعلی,0
سارک,0
سمیره,1
سعیذاله,0
سپیده ال,1
ریشاد,0
ادیب,0
محمد ضیا,0
سجاید,0
عبدالخالق,0
وکیلی,0
سناور,1
زر با نو,1
عبداله پور,0
سوران,1
خوجه نظر,0
عبداغیاث,0
اقچه,1
ذو لیخا,1
بوالحسن,0
هادیه,1
فرزاته,1
نورمحمد,0
ام کلسوم,1
اسامه,0
امیرمعراج,0
شماییل,0
شبناز,1
نعیمه,0
اقول بیگ,1
حممد علی,0
سویتا,0
منورال,1
قایلی,0
دردی قلی,0
اثنایی,0
اغل تاج,1
اسکتدر,0
رصوان,1
سیاف,0
مهرویه,1
روشان,1
انشا الله,0
دوزیه,1
فرییبعلی,0
بریا,1
الهی بخش,0
صاحب خانم,1
رحمت االه,0
آ زاد,1
ولی الاه,0
گل مروارید,1
پیشرو,0
شربت علی,0
نورالهدی,0
